|Index|,|Quanity|,|Quanity_sold_latest|,|Customer_No_product|,|Customer_No_Sold|,|Quick_Scancode|,|Product_scancode|,|TYPE_CODE|,|CONDITION_CODE|,|SIZE_CODE|,|NOTES|,|P_Description|,|Date_In|,|Date_sold|,|Clerk_ID_In|,|Clerk_ID_sold|,|void|,|Catagorie|,|Listprice|,|REDUCTION|,|Soldprice|,|Invoice#|,|Sale_price|,|Sale_item|,|No_Returned|,|Credit_Applied|
44376,1,0,|4508|,,|c28593c|,|P7425|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44377,1,0,|4508|,,|c28591c|,|P6663|,2,|2|,|5|,,|GYMNII AS IS|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,10.0000,0,0.0000,,,0,0,0.0000
44378,0,1,|4508|,|600|,|c28591c|,|P7421|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|SUE|,|ANE|,0,|2|,0.9500,0,0.9500,|12364|,,0,0,0.0000
44379,1,0,|4508|,,|c28591c|,|P7419|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44380,1,0,|4508|,,|c28591c|,|P7121|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44381,1,0,|4508|,,|c28591c|,|P7122|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44382,1,0,|4508|,,|c28591c|,|P7126|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
44383,1,0,|4508|,,|c28591c|,|P7130|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44384,0,1,|3259|,|2742|,|c10801c|,|P7125|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|SUE|,|ANE|,0,|2|,4.9500,0,4.9500,|12401|,,0,0,0.0000
44385,1,0,|4508|,,|c28595c|,|p6017|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44386,1,0,|4508|,,|c28595c|,|p5735|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44387,1,0,|4508|,,|c28595c|,|p6667|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44388,1,0,|4508|,,|c28595c|,|p6674|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44389,1,0,|4508|,,|c28595c|,|p5617|,2,|2|,|5|,,|plain or print|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
44390,1,0,|4508|,,|c28595c|,|p5930|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44391,1,0,|4508|,,|c28595c|,|p5966|,2,|2|,|5|,,|med weight jkt|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
44392,1,0,|4508|,,|c28595c|,|p5616|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44393,1,0,|4508|,,|c28595c|,|p6710|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
44394,1,0,|4508|,,|c28595c|,|p5941|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44395,1,0,|4508|,,|c28595c|,|p5969|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.5000,0,0.0000,,,0,0,0.0000
44396,1,0,|4508|,,|c28595c|,|p5701|,2,|2|,|5|,,|shirt|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44397,1,0,|4508|,,|c28595c|,|p5645|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44398,1,0,|4508|,,|c28595c|,|p6651|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44399,1,0,|4508|,,|c28595c|,|p6825|,2,|2|,|5|,,| dress print or plain|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
44400,1,0,|4508|,,|c28595c|,|p6864|,2,|2|,|5|,,|winter shirt|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44401,1,0,|4508|,,|c28595c|,|p4680|,2,|2|,|5|,,| dress print or plain|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
44402,1,0,|4508|,,|c28595c|,|p6837|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44403,1,0,|4508|,,|c28595c|,|p6659|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.5000,0,0.0000,,,0,0,0.0000
44404,1,0,|4508|,,|c28595c|,|p6693|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44405,1,0,|4508|,,|c28595c|,|p6840|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44406,1,0,|4508|,,|c28595c|,|p6852|,2,|2|,|5|,,|shorts or short'll or summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44407,1,0,|4508|,,|c28595c|,|p6655|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44408,1,0,|4508|,,|c28595c|,|p6107|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,6.9500,0,0.0000,,,0,0,0.0000
44409,1,0,|4508|,,|c28595c|,|p6909|,2,|2|,|5|,,|cotton sets and sleepers|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44410,1,0,|4508|,,|c28595c|,|p6949|,2,|2|,|5|,,|summer romper|,|03/03/2000 12:00:00 AM|,,|SUE|,,0,|1|,4.5000,0,0.0000,,,0,0,0.0000
44411,1,0,|4508|,,|c28595c|,|p6813|,2,|2|,|5|,,,|03/03/2000 12:00:00 AM|,,|SUE|,,0,,0.0000,0,0.0000,,,0,0,0.0000
44412,1,0,|4508|,,|c28597c|,|p6779|,2,|2|,|5|,|blankets|,|blankets and linens|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44413,1,0,|4508|,,|c28597c|,|p6747|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.9500,0,0.0000,,,0,0,0.0000
44414,1,0,|4508|,,|c28597c|,|p6755|,2,|2|,|5|,|blankets|,|blankets and linens|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44415,1,0,|4508|,,|c28597c|,|p6748|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.2500,0,0.0000,,,0,0,0.0000
44416,1,0,|4508|,,|c28597c|,|p6751|,2,|2|,|5|,|blankets|,|blankets and linens|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44417,1,0,|4508|,,|c28597c|,|p6735|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44418,1,0,|4508|,,|c28597c|,|p6775|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44419,1,0,|4508|,,|c28597c|,|p6744|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44420,1,0,|4508|,,|c28597c|,|p6721|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44421,1,0,|4508|,,|c28597c|,|p6856|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44422,1,0,|4508|,,|c28597c|,|p6743|,2,|2|,|5|,,|slipper|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
44423,1,0,|4508|,,|c28597c|,|p6724|,2,|3|,|2|,,|party or dress shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|5|,7.9500,0,0.0000,,,0,0,0.0000
44424,1,0,|4508|,,|c28597c|,|p6789|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44425,1,0,|4508|,,|c28597c|,|p6723|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44426,1,0,|4508|,,|c28597c|,|p6795|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44427,1,0,|4508|,,|c28597c|,|p6727|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44428,1,0,|4508|,,|c28597c|,|p6739|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,2.9500,0,0.0000,,,0,0,0.0000
44429,1,0,|4508|,,|c28597c|,|p6736|,2,|2|,|5|,,|used booties, pre-walking shoes|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,1.9500,0,0.0000,,,0,0,0.0000
44430,1,0,|4508|,,|c28597c|,|p6914|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44431,1,0,|4508|,,|c28597c|,|p6767|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44432,1,0,|4508|,,|c28597c|,|p6731|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44433,1,0,|4508|,,|c28597c|,|p6781|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44434,1,0,|4508|,,|c28597c|,|p4695|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44435,1,0,|4508|,,|c28597c|,|p6835|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44436,1,0,|4508|,,|c28597c|,|p4703|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44437,1,0,|4508|,,|c28597c|,|p6777|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44438,1,0,|4508|,,|c28597c|,|p6796|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44439,1,0,|4508|,,|c28597c|,|p6733|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44440,1,0,|4508|,,|c28597c|,|p6844|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44441,0,1,|4508|,|600|,|c28597c|,|p6785|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANE|,|BAK|,0,|3|,0.5000,0,0.5000,|12346|,,0,0,0.0000
44442,0,1,|4508|,|600|,|c28597c|,|p6783|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANE|,|ANE|,0,|3|,0.5000,0,0.5000,|12376|,,0,0,0.0000
44443,1,0,|4508|,,|c28597c|,|p6713|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44444,1,0,|4508|,,|c28597c|,|p6799|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44445,1,0,|4508|,,|c28597c|,|p6732|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44446,1,0,|4508|,,|c28597c|,|p6793|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44447,0,1,|4508|,|600|,|c28597c|,|p6728|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|ANE|,|BAK|,0,|3|,0.5000,0,0.5000,|12397|,,0,0,0.0000
44448,1,0,|2947|,,|c27772c|,|p7140|,2,|1|,|5|,,|backpack|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,35.0000,0,0.0000,,,0,0,0.0000
44449,1,0,|2947|,,|c27779c|,|p7144|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,3.9500,0,0.0000,,,0,0,0.0000
44450,1,0,|2342|,,|c27776c|,|p7133|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
44451,1,0,|2342|,,|c27776c|,|p7137|,2,|2|,|5|,,|travel crib|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,30.0000,0,0.0000,,,0,0,0.0000
44453,1,0,|643|,,|c27778c|,|p7141|,2,|3|,|5|,,|car seat|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|4|,40.0000,0,0.0000,,,0,0,0.0000
44454,1,0,|2130|,,|c28535c|,|p5776|,2,|2|,|5|,|pants|,|pants|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44455,1,0,|2130|,,|c28535c|,|p6778|,2,|2|,|5|,,| dress print or plain|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,5.9500,0,0.0000,,,0,0,0.0000
44456,0,1,|2130|,|600|,|c28535c|,|p6722|,2,|2|,|5|,|pants|,|pants|,|03/03/2000 12:00:00 AM|,|03/05/2000 12:00:00 AM|,|ANN|,|ANE|,0,|1|,5.9500,0,5.9500,|12451|,,0,0,0.0000
44457,0,1,|2130|,|2584|,|c28535c|,|p7186|,2,|2|,|5|,,|video or audio tape|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANN|,|ANE|,0,|3|,2.9500,0,2.9500,|12354|,,0,0,0.0000
44458,1,0,|2130|,,|c28535c|,|p7182|,2,|2|,|5|,,|video or audio tape|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,2.9500,0,0.0000,,,0,0,0.0000
44460,1,0,|4507|,,|c28590c|,|p6776|,2,|3|,|3|,|good cond|,|large|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,5.6500,0,0.0000,,,0,0,0.0000
44461,1,0,|4507|,,|c28590c|,|p6782|,2,|2|,|5|,|blankets|,|blankets and linens|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44462,1,0,|4507|,,|c28590c|,|p6857|,2,|2|,|2|,|hat|,|hat|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,0.9500,0,0.0000,,,0,0,0.0000
44463,1,0,|4507|,,|c28590c|,|p4719|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44464,1,0,|4507|,,|c28590c|,|p6774|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44465,1,0,|4507|,,|c28590c|,|p6917|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44466,1,0,|4507|,,|c28590c|,|p6770|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44467,1,0,|4507|,,|c28590c|,|p6699|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
44468,1,0,|4507|,,|c28590c|,|p6876|,2,|2|,|5|,,|long sleeve lomg legs cotton or other|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44469,1,0,|4507|,,|c28590c|,|p6715|,2,|2|,|5|,,|pullover, cardigan|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44470,1,0,|4507|,,|c28590c|,|p6784|,2,|2|,|5|,,|summer weight jkt|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
44471,1,0,|4507|,,|c28590c|,|p6794|,2,|2|,|5|,,|solid or print average swt sh|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44472,1,0,|4507|,,|c28590c|,|p6734|,2,|2|,|5|,,|average solid sox|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44473,1,0,|4507|,,|c28590c|,|p7184|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44474,1,0,|4507|,,|c28590c|,|p7188|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,1.9500,0,0.0000,,,0,0,0.0000
44475,1,0,|1284|,,|c28554c|,|p7146|,2,|2|,|5|,,|non-clothing items|,|03/03/2000 12:00:00 AM|,,|ANE|,,0,|3|,8.0000,0,0.0000,,,0,0,0.0000
44476,1,0,|4509|,,|C28592C|,|p6745|,2,|2|,|5|,,|sandal or shoe|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
44477,1,0,|4509|,,|C28592C|,|p6815|,2,|2|,|5|,,|sandal or shoe|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
44478,1,0,|4509|,,|C28592C|,|p6765|,2,|2|,|5|,,|sandal or shoe|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,4.9500,0,0.0000,,,0,0,0.0000
44479,0,1,|4509|,|600|,|C28592C|,|p6791|,2,|2|,|5|,,|winter shirt|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANN|,|HIL|,0,|1|,3.9500,0,3.9500,|12333|,,0,0,0.0000
44480,1,0,|4509|,,|C28592C|,|p6773|,2,|2|,|5|,,|boys or girl swim suit, leotard, or costume|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|5|,4.9500,0,0.0000,,,0,0,0.0000
44481,1,0,|4509|,,|C28592C|,|p6838|,2,|2|,|5|,|pants|,|pants|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44482,1,0,|4509|,,|C28592C|,|p6810|,2,|2|,|5|,,|denium|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44483,1,0,|4509|,,|C28592C|,|p6725|,2,|2|,|5|,,|summer weight jkt|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|5|,3.9500,0,0.0000,,,0,0,0.0000
44484,1,0,|4509|,,|C28592C|,|p6830|,2,|2|,|5|,|pants|,|pants|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44485,1,0,|4509|,,|C28592C|,|p6846|,2,|2|,|5|,|pants|,|pants|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|1|,4.9500,0,0.0000,,,0,0,0.0000
44486,1,0,|4502|,,|c28559c|,|p4655|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
44487,1,0,|4502|,,|c28559c|,|p4651|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,0.2500,0,0.0000,,,0,0,0.0000
44488,1,0,|4502|,,|c28559c|,|p7123|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44489,1,0,|4502|,,|c28559c|,|p7164|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44490,1,0,|4502|,,|c28559c|,|p7192|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44491,1,0,|4502|,,|c28559c|,|p7160|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,0.9500,0,0.0000,,,0,0,0.0000
44492,1,0,|4502|,,|c28559c|,|p7196|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44493,1,0,|4502|,,|c28559c|,|p7200|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,2.9500,0,0.0000,,,0,0,0.0000
44494,1,0,|4502|,,|c28559c|,|p7168|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,3.9500,0,0.0000,,,0,0,0.0000
44495,-2,1,|4502|,|600|,|c28559c|,|p7156|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANN|,|ANE|,0,|2|,3.9500,0,3.9500,|12358|,,0,0,0.0000
44496,0,1,|2117|,|600|,|c28523c|,|p7166|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANN|,|HIL|,0,|3|,0.5000,0,0.5000,|12337|,,0,0,0.0000
44497,1,0,|2117|,,|c28523c|,|p7150|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44498,1,0,|2117|,,|c28523c|,|p7170|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44499,1,0,|2117|,,|c28523c|,|p7172|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44500,1,0,|2117|,,|c28523c|,|p7158|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44501,1,0,|2117|,,|c28523c|,|p7154|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44502,0,1,|2117|,|600|,|c28523c|,|p7162|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,|03/04/2000 12:00:00 AM|,|ANN|,|HIL|,0,|3|,0.5000,0,0.5000,|12337|,,0,0,0.0000
44503,1,0,|2117|,,|c28523c|,|p7174|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44504,1,0,|2117|,,|c28523c|,|p7178|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44505,1,0,|2117|,,|c28523c|,|p7176|,2,|2|,|5|,,|toy or set or game|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|2|,1.9500,0,0.0000,,,0,0,0.0000
44506,1,0,|2117|,,|c28523c|,|p7180|,2,|2|,|5|,,|softback|,|03/03/2000 12:00:00 AM|,,|ANN|,,0,|3|,0.5000,0,0.0000,,,0,0,0.0000
44507,1,0,|4508|,,|c28595c|,|p8164|,2,|2|,|5|,,|cotton sets and sleepers|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
44508,1,0,|4508|,,|c28595c|,|p4679|,2,|2|,|5|,,|underwear  type|,|03/04/2000 12:00:00 AM|,,|BAK|,,0,|1|,3.9500,0,0.0000,,,0,0,0.0000
